Index	Sequence	PathDelay	LogicDelay	NetDelay	LUTsLogic	RegsFF	RegsLatch
530	&scorr;&sweep;;&dc2;&if -W 300 -y -K 6;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
531	&scorr;&sweep;;&dc2;&if -W 300 -y -K 6;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
532	&scorr;&sweep;;&dc2;&if -W 300 -y -K 6;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
533	&scorr;&sweep;;&syn2;&if -W 300 -y -K 6;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
534	&scorr;&sweep;;&syn4&b;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
535	&scorr;&sweep;;&syn2;&if -W 300 -y -K 6;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
536	&scorr;&sweep;;&syn2;&if -W 300 -y -K 6;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
537	&scorr;&sweep;;&syn3;&if -W 300 -y -K 6;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
538	&scorr;&sweep;;&syn3;&if -W 300 -y -K 6;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
539	&scorr;&sweep;;&syn3;&if -W 300 -y -K 6;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
540	&scorr;&sweep;;&syn4&b;&if -W 300 -y -K 6;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
541	&scorr;&sweep;;&syn4&b;&if -W 300 -y -K 6;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
542	&scorr;&sweep;;&syn4&b;&if -W 300 -y -K 6;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
543	&scorr;&sweep;;&b -d;&if -W 300 -y -K 6;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
544	&scorr;&sweep;;&b -d;&if -W 300 -y -K 6;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
545	&scorr;&sweep;;&syn4&b;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
546	&scorr;&sweep;;&b -d;&if -W 300 -y -K 6;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
547	&scorr;&sweep;;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
548	&scorr;&sweep;;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
549	&scorr;&sweep;;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
550	&scorr;&sweep;;&if -W 300 -g -K 6;&if -W 300 -y -K 6;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
551	&scorr;&sweep;;&if -W 300 -g -K 6;&if -W 300 -y -K 6;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
552	&scorr;&sweep;;&if -W 300 -g -K 6;&if -W 300 -y -K 6;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
553	&scorr;&sweep;;&if -W 300 -y -K 6;&if -W 300 -y -K 6;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
554	&scorr;&sweep;;&if -W 300 -y -K 6;&if -W 300 -y -K 6;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
555	&scorr;&sweep;;&if -W 300 -y -K 6;&if -W 300 -y -K 6;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
556	&scorr;&sweep;;&syn3;&synch2;&if -W 300 -K 6 -v;&mfs;	13.675	10.055(74%)	3.620(26%)	1972	605	9
557	&scorr;&sweep;;&b -d;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	1996	605	9
558	&scorr;&sweep;;&dc2;&dc2;&syn3;&synch2;&if -W 300 -K 6 -v;&mfs;						
559	&scorr;&sweep;;&dc2;&dc2;&syn3;&dch;&if -W 300 -K 6 -v;&mfs;						
560	&scorr;&sweep;;&dc2;&dc2;&syn3;&dch -f;&if -W 300 -K 6 -v;&mfs;						
561	&scorr;&sweep;;&syn2;&dc2;&syn3;&synch2;&if -W 300 -K 6 -v;&mfs;						
562	&scorr;&sweep;;&syn2;&dc2;&syn3;&dch;&if -W 300 -K 6 -v;&mfs;						
563	&scorr;&sweep;;&syn2;&dc2;&syn3;&dch -f;&if -W 300 -K 6 -v;&mfs;						
564	&scorr;&sweep;;&syn3;&dc2;&syn3;&synch2;&if -W 300 -K 6 -v;&mfs;						
565	&scorr;&sweep;;&syn3;&dc2;&syn3;&dch;&if -W 300 -K 6 -v;&mfs;						
566	&scorr;&sweep;;&syn3;&dc2;&syn3;&dch -f;&if -W 300 -K 6 -v;&mfs;						
567	&scorr;&sweep;;&syn4&b;&dc2;&syn3;&synch2;&if -W 300 -K 6 -v;&mfs;						
568	&scorr;&sweep;;&b -d;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.995	8.557(62%)	5.438(38%)	2023	605	9
569	&scorr;&sweep;;&syn4&b;&dc2;&syn3;&dch;&if -W 300 -K 6 -v;&mfs;						
570	&scorr;&sweep;;&syn4&b;&dc2;&syn3;&dch -f;&if -W 300 -K 6 -v;&mfs;						
571	&scorr;&sweep;;&b -d;&dc2;&syn3;&synch2;&if -W 300 -K 6 -v;&mfs;						
572	&scorr;&sweep;;&b -d;&dc2;&syn3;&dch;&if -W 300 -K 6 -v;&mfs;						
573	&scorr;&sweep;;&b -d;&dc2;&syn3;&dch -f;&if -W 300 -K 6 -v;&mfs;						
574	&scorr;&sweep;;&if -W 300 -x -K 6;&dc2;&syn3;&synch2;&if -W 300 -K 6 -v;&mfs;						
575	&scorr;&sweep;;&if -W 300 -x -K 6;&dc2;&syn3;&dch;&if -W 300 -K 6 -v;&mfs;						
576	&scorr;&sweep;;&if -W 300 -x -K 6;&dc2;&syn3;&dch -f;&if -W 300 -K 6 -v;&mfs;						
577	&scorr;&sweep;;&if -W 300 -g -K 6;&dc2;&syn3;&synch2;&if -W 300 -K 6 -v;&mfs;						
578	&scorr;&sweep;;&if -W 300 -g -K 6;&dc2;&syn3;&dch;&if -W 300 -K 6 -v;&mfs;						
579	&scorr;&sweep;;&b -d;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.672	10.037(74%)	3.635(26%)	2026	605	9
580	&scorr;&sweep;;&if -W 300 -g -K 6;&dc2;&syn3;&dch -f;&if -W 300 -K 6 -v;&mfs;						
581	&scorr;&sweep;;&if -W 300 -y -K 6;&dc2;&syn3;&synch2;&if -W 300 -K 6 -v;&mfs;						
582	&scorr;&sweep;;&if -W 300 -y -K 6;&dc2;&syn3;&dch;&if -W 300 -K 6 -v;&mfs;						
583	&scorr;&sweep;;&if -W 300 -y -K 6;&dc2;&syn3;&dch -f;&if -W 300 -K 6 -v;&mfs;						
584	&scorr;&sweep;;&dc2;&syn2;&syn3;&synch2;&if -W 300 -K 6 -v;&mfs;						
585	&scorr;&sweep;;&dc2;&syn2;&syn3;&dch;&if -W 300 -K 6 -v;&mfs;						
586	&scorr;&sweep;;&dc2;&syn2;&syn3;&dch -f;&if -W 300 -K 6 -v;&mfs;						
587	&scorr;&sweep;;&syn2;&syn2;&syn3;&synch2;&if -W 300 -K 6 -v;&mfs;						
588	&scorr;&sweep;;&syn2;&syn2;&syn3;&dch;&if -W 300 -K 6 -v;&mfs;						
589	&scorr;&sweep;;&syn2;&syn2;&syn3;&dch -f;&if -W 300 -K 6 -v;&mfs;						
590	&scorr;&sweep;;&if -W 300 -x -K 6;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.608	8.681(64%)	4.927(36%)	1998	605	9
591	&scorr;&sweep;;&syn3;&syn2;&syn3;&synch2;&if -W 300 -K 6 -v;&mfs;						
592	&scorr;&sweep;;&syn3;&syn2;&syn3;&dch;&if -W 300 -K 6 -v;&mfs;						
593	&scorr;&sweep;;&syn3;&syn2;&syn3;&dch -f;&if -W 300 -K 6 -v;&mfs;						
594	&scorr;&sweep;;&syn4&b;&syn2;&syn3;&synch2;&if -W 300 -K 6 -v;&mfs;						
595	&scorr;&sweep;;&syn4&b;&syn2;&syn3;&dch;&if -W 300 -K 6 -v;&mfs;						
596	&scorr;&sweep;;&syn4&b;&syn2;&syn3;&dch -f;&if -W 300 -K 6 -v;&mfs;						
597	&scorr;&sweep;;&b -d;&syn2;&syn3;&synch2;&if -W 300 -K 6 -v;&mfs;						
598	&scorr;&sweep;;&b -d;&syn2;&syn3;&dch;&if -W 300 -K 6 -v;&mfs;						
599	&scorr;&sweep;;&if -W 300 -x -K 6;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.598	8.681(64%)	4.917(36%)	2022	605	9
600	&scorr;&sweep;;&if -W 300 -x -K 6;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.600	8.681(64%)	4.919(36%)	2013	605	9
601	&scorr;&sweep;;&if -W 300 -g -K 6;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.665	10.037(74%)	3.628(26%)	1970	605	9
602	&scorr;&sweep;;&if -W 300 -g -K 6;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.663	10.037(74%)	3.626(26%)	2006	605	9
603	&scorr;&sweep;;&if -W 300 -g -K 6;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.663	10.037(74%)	3.626(26%)	2012	605	9
604	&scorr;&sweep;;&if -W 300 -y -K 6;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	1986	605	9
605	&scorr;&sweep;;&syn3;&dch;&if -W 300 -K 6 -v;&mfs;	13.882	9.031(66%)	4.851(34%)	2002	605	9
606	&scorr;&sweep;;&if -W 300 -y -K 6;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.883	9.031(66%)	4.852(34%)	2016	605	9
607	&scorr;&sweep;;&if -W 300 -y -K 6;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	14.116	8.575(61%)	5.541(39%)	2024	605	9
608	&scorr;&sweep;;&dc2;&syn3;&synch2;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	2006	605	9
609	&scorr;&sweep;;&dc2;&syn3;&dch;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	2050	605	9
610	&scorr;&sweep;;&dc2;&syn3;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	2052	605	9
611	&scorr;&sweep;;&syn2;&syn3;&synch2;&if -W 300 -K 6 -v;&mfs;	13.672	10.037(74%)	3.635(26%)	1998	605	9
612	&scorr;&sweep;;&syn2;&syn3;&dch;&if -W 300 -K 6 -v;&mfs;	13.670	10.037(74%)	3.633(26%)	2003	605	9
613	&scorr;&sweep;;&syn2;&syn3;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.672	10.037(74%)	3.635(26%)	2015	605	9
614	&scorr;&sweep;;&syn3;&syn3;&synch2;&if -W 300 -K 6 -v;&mfs;	13.664	10.037(74%)	3.627(26%)	1968	605	9
615	&scorr;&sweep;;&syn3;&syn3;&dch;&if -W 300 -K 6 -v;&mfs;	13.662	10.037(74%)	3.625(26%)	2001	605	9
616	&scorr;&sweep;;&syn3;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.943	9.031(65%)	4.912(35%)	2025	605	9
617	&scorr;&sweep;;&syn3;&syn3;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.662	10.037(74%)	3.625(26%)	2013	605	9
618	&scorr;&sweep;;&syn4&b;&syn3;&synch2;&if -W 300 -K 6 -v;&mfs;						
619	&scorr;&sweep;;&syn4&b;&syn3;&dch;&if -W 300 -K 6 -v;&mfs;						
620	&scorr;&sweep;;&syn4&b;&syn3;&dch -f;&if -W 300 -K 6 -v;&mfs;						
621	&scorr;&sweep;;&b -d;&syn3;&synch2;&if -W 300 -K 6 -v;&mfs;	13.834	8.681(63%)	5.153(37%)	1976	605	9
622	&scorr;&sweep;;&b -d;&syn3;&dch;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	2003	605	9
623	&scorr;&sweep;;&b -d;&syn3;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.672	8.557(63%)	5.115(37%)	2029	605	9
624	&scorr;&sweep;;&if -W 300 -x -K 6;&syn3;&synch2;&if -W 300 -K 6 -v;&mfs;	13.608	8.681(64%)	4.927(36%)	1987	605	9
625	&scorr;&sweep;;&if -W 300 -x -K 6;&syn3;&dch;&if -W 300 -K 6 -v;&mfs;	13.598	8.681(64%)	4.917(36%)	2004	605	9
626	&scorr;&sweep;;&if -W 300 -x -K 6;&syn3;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.598	8.681(64%)	4.917(36%)	2024	605	9
627	&scorr;&sweep;;&syn4&b;&synch2;&if -W 300 -K 6 -v;&mfs;						
628	&scorr;&sweep;;&if -W 300 -g -K 6;&syn3;&synch2;&if -W 300 -K 6 -v;&mfs;	13.675	10.055(74%)	3.620(26%)	1959	605	9
629	&scorr;&sweep;;&if -W 300 -g -K 6;&syn3;&dch;&if -W 300 -K 6 -v;&mfs;	13.662	10.037(74%)	3.625(26%)	1999	605	9
630	&scorr;&sweep;;&if -W 300 -g -K 6;&syn3;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.943	9.031(65%)	4.912(35%)	2000	605	9
631	&scorr;&sweep;;&if -W 300 -y -K 6;&syn3;&synch2;&if -W 300 -K 6 -v;&mfs;	13.675	10.055(74%)	3.620(26%)	1972	605	9
632	&scorr;&sweep;;&if -W 300 -y -K 6;&syn3;&dch;&if -W 300 -K 6 -v;&mfs;	13.882	9.031(66%)	4.851(34%)	2002	605	9
633	&scorr;&sweep;;&if -W 300 -y -K 6;&syn3;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.943	9.031(65%)	4.912(35%)	2025	605	9
634	&scorr;&sweep;;&dc2;&syn4&b;&synch2;&if -W 300 -K 6 -v;&mfs;						
635	&scorr;&sweep;;&dc2;&syn4&b;&dch;&if -W 300 -K 6 -v;&mfs;						
636	&scorr;&sweep;;&dc2;&syn4&b;&dch -f;&if -W 300 -K 6 -v;&mfs;						
637	&scorr;&sweep;;&syn2;&syn4&b;&synch2;&if -W 300 -K 6 -v;&mfs;						
